,N,B,H,N_ESTIMATORS,MAX_DEPTH,MIN_SAMPLES_SPLIT,MIN_SAMPLES_LEAF,MAX_FEATURES,PCC,R2,MAE,Within_0.4,Within_1,Correct_Sign,Correct_Sign_Extreme
165,140,35,1.0,100,,2,4,log2,0.6822818579989401,0.46079033694382343,0.8237221116358999,0.41317684715924247,0.7313950386769805,0.7463323552947453,0.8867102396514162
166,80,50,10.0,100,10,10,2,log2,0.6529690416221259,0.4174724217917898,0.8654080590265439,0.3900896151818661,0.716921454928835,0.7432788613600422,0.8785599140247179
167,160,50,0.1,300,30,5,4,log2,0.6749915900524757,0.4484465093197939,0.8356031067355245,0.41091196626251975,0.7240379546652609,0.742751713231418,0.8790972595378829
168,120,50,1.0,300,,5,10,sqrt,0.6548923597648295,0.42146626877207816,0.8567630406974431,0.39615181866104376,0.7182393252503954,0.7419609910384818,0.8807092960773778
169,140,50,10.0,300,10,5,2,log2,0.6608304320191369,0.42893054011021103,0.8554145704159378,0.38877174486030575,0.7216657880864523,0.7448603057459146,0.8817839871037076
170,140,35,1.0,100,,10,10,log2,0.6562419879851618,0.42313756912556355,0.8560677300261424,0.39263803680981596,0.7201920512136569,0.7484662576687117,0.8894335511982571
171,160,65,5.0,100,10,2,10,log2,0.634982498438697,0.39349250561696325,0.8825554515056268,0.3823912477207606,0.7186767387340454,0.741338890336025,0.8765889830508474
172,120,50,1.0,200,10,10,10,log2,0.6439465782749056,0.40451619339409806,0.8736760000369459,0.38534528202424884,0.7177121771217713,0.7438060094886663,0.8839333691563676
173,160,35,1.0,200,10,2,1,log2,0.6710305475632063,0.4417984606462311,0.8497784131411562,0.383302213923713,0.7225926913843692,0.7476660442784743,0.8910675381263616
174,80,65,0.1,300,10,2,1,log2,0.6587106022216593,0.4259449260988688,0.8644900972423072,0.3823912477207606,0.7186767387340454,0.7423808283407137,0.878707627118644
175,140,65,5.0,300,,2,2,log2,0.6770966339935298,0.455851602032754,0.8337728503989158,0.4073977598332899,0.7259703047668664,0.7408179213336806,0.878707627118644
176,120,50,1.0,200,,10,4,log2,0.6767792895439055,0.4507201201052541,0.8342888244734249,0.40985767000527146,0.7248286768581972,0.7451238798102267,0.8828586781300376
177,160,35,0.1,300,,10,4,sqrt,0.682003288577321,0.4598924520555495,0.8247564761233943,0.40837556681781806,0.7252600693518272,0.7449986663110163,0.8888888888888888
178,100,65,5.0,100,30,5,10,sqrt,0.6438296190056525,0.40787900062988947,0.869563614178848,0.39645741078405833,0.7152904402188069,0.7400364678301641,0.8760593220338984
179,120,65,10.0,200,,2,10,log2,0.6323473936998278,0.3915915670125897,0.8812949863395815,0.38473560823131026,0.7129460797082574,0.7371711383172701,0.8707627118644068
180,140,35,5.0,200,30,10,1,log2,0.6849321585688251,0.4664328970211066,0.8232881748862602,0.40810882902107226,0.7273939717257936,0.7479327820752201,0.8899782135076253
181,140,65,0.1,100,10,2,2,sqrt,0.6617724277508397,0.43353113034253177,0.8591013499479317,0.3849960927324824,0.7246678822610054,0.742641312841886,0.8813559322033898
182,140,35,5.0,100,30,10,1,log2,0.6825670980560749,0.46372788254543307,0.8247305232883931,0.4046412376633769,0.7271272339290478,0.7463323552947453,0.8899782135076253
183,140,35,0.1,100,,5,2,log2,0.685849033366377,0.4680691125286509,0.8197933199050103,0.41557748732995464,0.7292611363030141,0.7500666844491864,0.8877995642701525
184,140,50,10.0,200,,2,1,sqrt,0.6761917108968155,0.4563363083428348,0.833685295552847,0.41222983658408013,0.7195571955719557,0.742751713231418,0.8807092960773778
185,80,65,10.0,200,10,5,4,log2,0.6493166892174322,0.41217846895788346,0.868735340308519,0.3849960927324824,0.7202396457410785,0.7395154988278198,0.8739406779661016
186,120,50,5.0,100,30,2,10,log2,0.64366271354123,0.4060367119200752,0.8668766552296979,0.39905113336847653,0.716921454928835,0.7377438060094886,0.8742611499193982
187,120,35,10.0,100,10,2,1,sqrt,0.6576783887099551,0.4266082600222989,0.8572972961572867,0.391304347826087,0.721525740197386,0.7457988797012537,0.8828976034858388
188,120,35,1.0,100,10,10,4,log2,0.6661791184647228,0.43437255487275117,0.8528976188898097,0.38703654307815416,0.722859429181115,0.7473993064817285,0.8899782135076253
189,100,50,0.1,200,10,10,10,sqrt,0.6500085218706131,0.41378311475209373,0.8669800652027817,0.386136004217185,0.716921454928835,0.7459146020031628,0.8844707146695325
190,0,65,1.0,100,10,5,4,sqrt,0.6506939540747189,0.41498430357792304,0.8713148130051069,0.38056785621255534,0.7132065642094295,0.7400364678301641,0.8760593220338984
191,120,65,1.0,100,10,10,4,log2,0.652949324454915,0.4172777879626839,0.8678655911282531,0.38447512373013804,0.71685334722584,0.7415993748371972,0.8792372881355932
192,0,50,5.0,200,10,2,1,sqrt,0.6585465379819375,0.42572484394286403,0.8651476036725502,0.3740115972588297,0.7137585661570901,0.7461781760674749,0.8817839871037076
193,120,50,1.0,200,30,10,1,sqrt,0.6834260206593206,0.4637347592513468,0.8285684324489199,0.41829204006325776,0.7250922509225092,0.742488139167106,0.8807092960773778
194,80,65,10.0,100,30,5,1,sqrt,0.6595501509041627,0.43351532167176066,0.8491180310553827,0.4115655118520448,0.7126855952070852,0.7376921073196144,0.8707627118644068
195,140,50,0.1,200,30,2,10,sqrt,0.6583090360301764,0.4279984337991568,0.8538864272133095,0.39430680021085923,0.7182393252503954,0.7445967316816026,0.8823213326168726
196,80,35,10.0,300,,10,2,sqrt,0.6722472621357471,0.4477108434611604,0.830260113403594,0.41371032275273406,0.726860496132302,0.7447319285142705,0.8828976034858388
197,160,50,5.0,300,10,10,10,log2,0.6422994187548741,0.40183634002454294,0.8734414005988939,0.3856088560885609,0.7185028993147075,0.7453874538745388,0.8876947877485223
198,80,35,0.1,200,,5,4,sqrt,0.6853129883874246,0.46416785721047316,0.8217078688597749,0.41291010936249667,0.7260602827420646,0.7465990930914911,0.8883442265795207
199,0,35,1.0,300,30,10,4,log2,0.6783474011544589,0.4524364613788371,0.8304879164152628,0.41664443851693783,0.721525740197386,0.7479327820752201,0.8872549019607843
200,160,50,5.0,100,30,5,2,log2,0.6805789902976837,0.4587819803403663,0.8249999525056976,0.4293621507643648,0.7256193990511334,0.7459146020031628,0.8790972595378829
201,0,35,1.0,300,30,5,2,sqrt,0.6887471352768468,0.4708734767816758,0.8151398268142633,0.41851160309415847,0.7273939717257936,0.7465990930914911,0.8883442265795207
202,140,50,5.0,300,10,2,1,log2,0.6665698293901571,0.43703580886554605,0.8521738193308062,0.38297311544544016,0.7221929362150764,0.7496046389035319,0.8903815153143472
203,100,35,5.0,100,30,5,4,log2,0.6790586346802759,0.4552025031489232,0.8267688894006575,0.41451053614297145,0.7257935449453188,0.7484662576687117,0.8888888888888888
204,100,65,10.0,100,,10,1,sqrt,0.6613666171528202,0.4344385053627654,0.8484859426272043,0.41260744985673353,0.7178952852305288,0.7363896848137536,0.8675847457627118
205,140,35,0.1,100,10,10,4,log2,0.6701854322365873,0.4408744126671287,0.8467102494286518,0.38917044545212054,0.7276607095225394,0.7497999466524407,0.8943355119825708
206,140,65,10.0,100,10,10,1,log2,0.646078768747937,0.41074446307687185,0.8719841424428434,0.3797864027090388,0.7176348007293566,0.7410784058348528,0.8744703389830508
207,0,35,5.0,200,,5,2,sqrt,0.68539892436498,0.4664175151907872,0.8193245102596057,0.4254467858095492,0.725526807148573,0.7439317151240331,0.8872549019607843
208,80,50,1.0,300,30,5,2,log2,0.6869288699302099,0.4670133208471001,0.8240739340284006,0.4127569847127043,0.7261465471797575,0.7440695835529784,0.8796346050510478
209,160,65,10.0,100,,10,4,log2,0.6528757683668247,0.4213351149107535,0.8582995705483624,0.40166710080750195,0.7150299557176348,0.7410784058348528,0.8776483050847458
210,80,35,0.1,300,,5,2,sqrt,0.6919706916267204,0.47529032539212035,0.8131652491937913,0.4179781275006668,0.7300613496932515,0.7457988797012537,0.8861655773420479
211,80,35,1.0,300,,2,2,sqrt,0.6916713448419044,0.4753386419398007,0.8135724256437294,0.41691117631368363,0.7303280874899973,0.7449986663110163,0.8845315904139434
212,120,50,10.0,200,,2,4,sqrt,0.6639559909292803,0.43613856756572855,0.8431426278283587,0.41196626251976803,0.7224565102793885,0.7422245651027939,0.8785599140247179
213,80,50,1.0,300,,5,2,log2,0.6868975228174532,0.46698449147753973,0.8240828575307164,0.415392725355825,0.7245651027938851,0.7430152872957301,0.8812466415905427
214,0,35,0.1,300,10,5,10,log2,0.6410512291336314,0.4005159556340474,0.8760351154766871,0.3782341957855428,0.712189917311283,0.7447319285142705,0.8801742919389978
215,0,50,5.0,200,30,5,2,log2,0.6782765993505341,0.4551952479746747,0.830674017750647,0.4225092250922509,0.7253558249868213,0.7445967316816026,0.8807092960773778
216,120,50,0.1,300,10,5,10,sqrt,0.6487595629569782,0.4125413524739987,0.8672568889047905,0.3837638376383764,0.7163943068002109,0.7419609910384818,0.8839333691563676
217,140,50,5.0,200,30,2,2,sqrt,0.6858265568242935,0.46889180276149167,0.8203001723133541,0.4151291512915129,0.7235108065366368,0.7467053241960991,0.8850080601826975
218,140,35,10.0,200,30,10,2,sqrt,0.6717658884883698,0.44940205273034317,0.8315876264921244,0.4099759935982929,0.7247265937583356,0.7449986663110163,0.8828976034858388
219,0,65,1.0,200,,5,10,sqrt,0.6381444359089542,0.400025636093993,0.8754255912403833,0.39567595728054183,0.7087783276895024,0.7371711383172701,0.8691737288135594
220,120,65,0.1,300,30,5,1,sqrt,0.6787159626680599,0.4584837118205666,0.8327667661090189,0.4133889033602501,0.7212815837457671,0.736910653816098,0.8755296610169492
221,80,65,10.0,300,,2,4,sqrt,0.6586664329654827,0.42923583347384686,0.8496827018354642,0.4073977598332899,0.7210210992445949,0.7379525918207867,0.8707627118644068
222,0,50,10.0,200,30,10,10,log2,0.6327071544657146,0.39120649758236403,0.8796896578347039,0.3929889298892989,0.7103321033210332,0.7345809172377438,0.8672756582482536
223,120,50,0.1,200,10,5,2,log2,0.6669655025753666,0.43539244703763247,0.8539300018034035,0.38877174486030575,0.7248286768581972,0.7453874538745388,0.8855454056958625
224,160,35,0.1,100,10,2,4,log2,0.6696874108223537,0.4386126279675143,0.8494017983205833,0.38730328087489996,0.724193118164844,0.7500666844491864,0.8921568627450981
225,80,35,5.0,200,30,2,1,sqrt,0.6882628491353674,0.4719442492789311,0.8174379146822381,0.425713523606295,0.7289943985062683,0.7441984529207789,0.883442265795207
226,0,50,1.0,100,10,2,10,sqrt,0.6378902104927173,0.39788270903792444,0.8799976324527227,0.37849235635213496,0.7090142329994729,0.742488139167106,0.8774852229983879
227,0,65,10.0,300,10,5,1,sqrt,0.6361247132518839,0.3971285397268417,0.8838810918772354,0.38213076321958844,0.7111226882000521,0.735608231310237,0.8675847457627118
228,100,65,5.0,300,10,5,1,log2,0.6570007004808256,0.4232510269421337,0.8654753662016419,0.38056785621255534,0.7212815837457671,0.7408179213336806,0.8792372881355932
229,120,35,10.0,200,30,2,1,sqrt,0.6751802416856515,0.4542098639843962,0.8259848657328313,0.423046145638837,0.7185916244331821,0.7449986663110163,0.880718954248366
230,100,35,5.0,300,10,5,10,sqrt,0.6537901847129565,0.4183983897825545,0.8615023038229541,0.38730328087489996,0.7217924779941318,0.7436649773272873,0.8872549019607843
231,100,65,1.0,200,30,5,10,sqrt,0.6470085237627268,0.4119381043555207,0.8642377860821633,0.3948945037770253,0.7137275332117738,0.7402969523313363,0.8760593220338984
232,140,65,1.0,200,30,5,10,sqrt,0.6502311817281614,0.4180228255296321,0.8631566999737275,0.3915082052617869,0.7163323782234957,0.7449856733524355,0.8824152542372882
233,160,50,1.0,200,,2,10,sqrt,0.6535922733707159,0.4198770490578724,0.8580638095557876,0.39931470743278863,0.7161307327358988,0.7422245651027939,0.8801719505642128
234,0,50,1.0,300,10,10,10,sqrt,0.6401073800495759,0.40014922279971676,0.8769849832469985,0.38323668950975226,0.7134949920927781,0.7453874538745388,0.8817839871037076
235,140,65,0.1,300,,2,1,sqrt,0.678133464704997,0.4592846559335543,0.8315742059634366,0.41078405834852827,0.7205001302422506,0.7418598593383694,0.8771186440677966
236,160,65,5.0,300,30,2,10,sqrt,0.6464627071981836,0.41060356235664897,0.866432361243136,0.39307111226882,0.7191977077363897,0.7415993748371972,0.8776483050847458
237,140,65,10.0,200,10,5,4,sqrt,0.6495628095405716,0.4171029968465917,0.8648319571598909,0.39020578275592605,0.7199791612399062,0.7402969523313363,0.8776483050847458
238,120,50,1.0,200,10,2,1,log2,0.6642508716756121,0.4326881094505076,0.8576041486150259,0.37928307854507115,0.7214022140221402,0.7443331576172905,0.8844707146695325
239,160,35,1.0,100,30,5,1,log2,0.6810170429552322,0.46180534302650844,0.8220923742770495,0.424379834622566,0.7257935449453188,0.7428647639370499,0.8818082788671024
240,80,65,10.0,300,,10,2,log2,0.6604156973309828,0.43099915438027636,0.8512972832032769,0.4053138838239125,0.7212815837457671,0.7410784058348528,0.8760593220338984
241,0,50,10.0,300,30,2,10,sqrt,0.6333402910802711,0.39191247454230704,0.8790473117499413,0.3927253558249868,0.713231418028466,0.7356352134949921,0.8683503492745835
242,120,50,0.1,200,30,5,2,sqrt,0.6849646941463944,0.466171935922021,0.8248539883620553,0.411702688455456,0.7224565102793885,0.7448603057459146,0.8823213326168726
243,80,35,1.0,200,30,10,4,log2,0.6792314626355924,0.4547232131677671,0.8280948613402888,0.4099759935982929,0.7257935449453188,0.7484662576687117,0.8899782135076253
244,160,65,10.0,100,,5,4,log2,0.6541937634910604,0.4232612341287949,0.8525188608590268,0.4037509768168794,0.7205001302422506,0.7387340453243032,0.871822033898305
245,140,35,10.0,200,10,2,4,sqrt,0.6659402461145036,0.43777722942985775,0.8467412007957978,0.38837023206188315,0.7249933315550814,0.7455321419045079,0.8894335511982571
246,100,65,10.0,100,30,10,1,log2,0.6576532145902091,0.42904087951721226,0.8523772681390722,0.4008856473039854,0.7173743162281844,0.7405574368325085,0.8728813559322034
247,160,65,0.1,300,10,5,10,sqrt,0.6416240371821126,0.4035225396563442,0.8755186997776199,0.3818702787184163,0.7132065642094295,0.7410784058348528,0.878177966101695
248,80,50,1.0,100,,10,1,log2,0.6800443610953677,0.45813134222795937,0.8333841478904229,0.408276225619399,0.7179757511860833,0.7422245651027939,0.8801719505642128
249,120,35,5.0,100,,2,4,log2,0.6758370127955565,0.4508810583427856,0.8308578915886221,0.4115764203787677,0.7265937583355562,0.7457988797012537,0.8888888888888888
250,120,50,5.0,300,,2,10,sqrt,0.6526310473475264,0.41822889885028514,0.8589817839537686,0.3974696889826041,0.7174486030574592,0.742488139167106,0.8817839871037076
251,140,50,0.1,100,30,10,4,sqrt,0.6765936369830662,0.45480070354408264,0.8310865050713854,0.415392725355825,0.7253558249868213,0.7469688982604111,0.8898441698011822
252,80,65,10.0,300,30,10,1,sqrt,0.6610266588394004,0.43371822577211927,0.8481905062427015,0.41417035686376663,0.7189372232352175,0.7392550143266475,0.871822033898305
253,100,50,0.1,300,30,2,4,log2,0.6783959864491214,0.45296766732403904,0.8313637992826332,0.40748550342646284,0.7240379546652609,0.7459146020031628,0.8850080601826975
254,0,35,10.0,300,10,2,4,sqrt,0.6525383301315225,0.4162267792954606,0.8628939449054236,0.3985062683382235,0.7207255268071485,0.739930648172846,0.8763616557734205
255,0,65,1.0,200,10,5,10,log2,0.6268256813945517,0.38309467196212166,0.8893849272708684,0.38421463922896587,0.7103412346965355,0.739775983328992,0.8697033898305084
256,160,65,10.0,200,10,5,2,log2,0.6474333706520485,0.41132092503488205,0.8708686300835553,0.38369367022662154,0.7191977077363897,0.7423808283407137,0.8792372881355932
257,80,65,0.1,100,30,5,10,log2,0.6401467557171503,0.401857869470176,0.8741391112463289,0.39020578275592605,0.7132065642094295,0.738473560823131,0.8744703389830508
258,160,35,10.0,300,10,2,4,sqrt,0.6600329081291106,0.42789233688538997,0.8526051789068746,0.38863696985862894,0.722859429181115,0.7460656174979995,0.8867102396514162
259,140,65,0.1,100,30,10,2,log2,0.6743403741943507,0.45101763799135375,0.8387420241178646,0.40557436832508464,0.7246678822610054,0.7442042198489189,0.8824152542372882
260,140,65,0.1,300,30,10,10,sqrt,0.6511545721778134,0.41902380585518284,0.8622891305076655,0.38968481375358166,0.71685334722584,0.7452461578536077,0.8834745762711864
261,140,35,5.0,200,30,5,10,sqrt,0.6622633954187203,0.43383421850551107,0.8481681201994005,0.3902373966391038,0.7212590024006402,0.7484662576687117,0.8894335511982571
262,80,65,5.0,300,30,5,2,log2,0.6775612029811329,0.45447442150233397,0.8328914603700954,0.4154727793696275,0.7257098202656942,0.7418598593383694,0.8776483050847458
263,100,50,10.0,300,,5,1,log2,0.6723052074550372,0.448303217139985,0.8354691264579496,0.4198734844491302,0.7203479177648919,0.7411702688455456,0.8780225685115529
264,160,50,5.0,200,30,10,4,log2,0.6737745443882053,0.44623081161305045,0.8352350801562217,0.408276225619399,0.7250922509225092,0.7435424354243543,0.8812466415905427
265,80,50,1.0,100,10,5,4,log2,0.6615919049418658,0.4279419134087282,0.8585709300898089,0.38534528202424884,0.7190300474433315,0.7461781760674749,0.8860827512090274
266,80,65,5.0,200,30,2,4,log2,0.6699001873178091,0.44218836889701985,0.8423694876178648,0.4053138838239125,0.7202396457410785,0.7392550143266475,0.8776483050847458
267,120,65,1.0,300,30,2,4,log2,0.6717973343939833,0.4445512290868139,0.8414683258245381,0.4034904923157072,0.7231049752539724,0.7374316228184423,0.8776483050847458
268,0,35,0.1,200,10,2,2,log2,0.6702679627219714,0.4392478129565687,0.8520507009475022,0.3785009335822886,0.7201920512136569,0.7476660442784743,0.8877995642701525
269,160,35,0.1,100,30,2,4,sqrt,0.6779321567350021,0.4557154554126144,0.8287797829157689,0.4115764203787677,0.7284609229127768,0.7476660442784743,0.8883442265795207
270,80,50,1.0,200,,5,10,sqrt,0.6556192214444659,0.42214939946635,0.8581842408175729,0.3953610964681075,0.7145492883500264,0.7422245651027939,0.8807092960773778
271,0,35,0.1,200,,10,10,sqrt,0.6525655975243402,0.41771016456002585,0.8584280474829682,0.39930648172846095,0.7103227527340624,0.7388636969858629,0.8763616557734205
272,160,65,1.0,300,,2,1,log2,0.6783208387422412,0.45731191071857324,0.8326906856766303,0.4102630893461839,0.7228444907528002,0.7418598593383694,0.8755296610169492
273,160,65,0.1,100,,2,10,sqrt,0.6461575917630958,0.4108956704121566,0.866101371643211,0.3922896587653035,0.71685334722584,0.7415993748371972,0.875
274,140,35,5.0,300,,10,10,log2,0.6576612844904057,0.4248511673157346,0.8531591505797069,0.39183782341957857,0.7231261669778608,0.7460656174979995,0.8905228758169934
275,80,35,5.0,100,,10,1,sqrt,0.6820440874059532,0.4622158253220263,0.8250191603089005,0.41557748732995464,0.7263270205388104,0.7497999466524407,0.8910675381263616
276,160,65,0.1,200,,10,4,sqrt,0.6712786458429715,0.44540769112534817,0.84129881449966,0.4034904923157072,0.7238864287574889,0.7387340453243032,0.8808262711864406
277,80,50,0.1,200,10,5,1,sqrt,0.6670416491341841,0.43703415367630527,0.8548776093549975,0.3890353189246178,0.7163943068002109,0.7477596204533474,0.8871574422353573
278,120,50,1.0,200,10,2,4,sqrt,0.6675430503105592,0.4370990613540384,0.8492489058798491,0.39219820769636266,0.7214022140221402,0.7474960463890353,0.8882321332616873
279,0,65,10.0,100,30,10,4,log2,0.644209234497121,0.40959963998192783,0.8647460625938975,0.39619692628288616,0.7163323782234957,0.7382130763219589,0.8691737288135594
280,100,35,10.0,100,10,5,2,log2,0.6598362285033983,0.42753840728387627,0.8572376438239722,0.38676980528140836,0.7199253134169111,0.7439317151240331,0.8856209150326797
281,100,35,5.0,200,30,10,10,log2,0.6554992631907285,0.4205693667902278,0.8554398893250263,0.39557215257401973,0.7209922646038943,0.7439317151240331,0.8850762527233116
282,120,35,0.1,200,,10,2,log2,0.6852740122083393,0.4644947898133306,0.8237772345914463,0.41264337156575087,0.7273939717257936,0.7444651907175247,0.8872549019607843
283,0,65,1.0,300,10,10,4,log2,0.6501532921397407,0.4116939232782785,0.8723413837945715,0.3808283407137275,0.7139880177129461,0.7418598593383694,0.8765889830508474
284,0,35,5.0,300,30,5,2,sqrt,0.6867973921905878,0.4681458282096971,0.8188332973651955,0.428380901573753,0.722859429181115,0.7425980261403041,0.8872549019607843
285,120,65,0.1,100,,5,2,sqrt,0.6732088157402649,0.45106926941815606,0.8369371129655993,0.4149518103672831,0.7165928627246679,0.736910653816098,0.878177966101695
286,140,50,1.0,200,30,2,10,log2,0.6540134841777975,0.4192723883150157,0.8606466784158318,0.39325250395361094,0.720611491829204,0.7435424354243543,0.8833960236432026
287,0,35,5.0,100,,2,10,sqrt,0.6493606735208476,0.41409913454413505,0.8603424065923647,0.4019738596959189,0.7129901307015204,0.7417978127500667,0.8779956427015251
288,120,65,1.0,300,30,5,4,log2,0.6717973343939833,0.4445512290868139,0.8414683258245381,0.4034904923157072,0.7231049752539724,0.7374316228184423,0.8776483050847458
289,100,50,5.0,100,10,5,2,sqrt,0.6662866708176316,0.43640775945036936,0.8561877362268042,0.3890353189246178,0.7216657880864523,0.7448603057459146,0.8823213326168726
290,80,50,0.1,300,30,2,10,log2,0.6502105604612086,0.4135160614789929,0.8631485537040464,0.3927253558249868,0.716657880864523,0.7419609910384818,0.8796346050510478
291,120,35,1.0,100,10,2,10,sqrt,0.6518665325620485,0.4172319450758113,0.8623358136926403,0.3849026407041878,0.71619098426247,0.7433982395305415,0.8850762527233116
292,0,65,5.0,200,30,2,2,sqrt,0.6746853908957908,0.4519959180825982,0.8352134594812691,0.41521229486845534,0.719718676738734,0.7379525918207867,0.8723516949152542
293,160,65,10.0,300,10,2,4,log2,0.6472648357063385,0.40976388687534315,0.8690825860142024,0.3839541547277937,0.7220630372492837,0.7415993748371972,0.878177966101695
294,80,35,0.1,300,10,10,10,log2,0.6503009614894186,0.41271182470559586,0.8662679631593488,0.3814350493464924,0.7188583622299279,0.7455321419045079,0.8877995642701525
295,120,65,1.0,100,30,5,1,log2,0.6742261083720636,0.4522301268948108,0.8363605141241559,0.4144308413649388,0.7205001302422506,0.7408179213336806,0.8760593220338984
296,160,35,1.0,200,10,2,2,log2,0.6724394528911188,0.44257279322146503,0.8464397404913852,0.38703654307815416,0.7244598559615898,0.7503334222459322,0.8921568627450981
297,140,35,10.0,300,,10,1,sqrt,0.6753457584915034,0.4546217912537941,0.828105122601252,0.41291010936249667,0.7257935449453188,0.7444651907175247,0.8812636165577342
298,100,65,0.1,300,10,2,1,log2,0.6583971025921826,0.4247919890030588,0.865401033159343,0.3823912477207606,0.7176348007293566,0.7410784058348528,0.8776483050847458
299,80,50,0.1,100,10,2,4,sqrt,0.6650775720389306,0.43400876183320347,0.8540502195927143,0.3890353189246178,0.720611491829204,0.7493410648392198,0.890918860827512
300,160,65,10.0,300,,2,4,log2,0.6563306198371437,0.42516055361098204,0.8511584668732013,0.4050533993227403,0.7244073977598333,0.7389945298254754,0.8744703389830508
301,120,35,5.0,200,10,5,1,sqrt,0.6733903089248022,0.44549408833690196,0.8480248764129295,0.38783675646839155,0.722859429181115,0.7436649773272873,0.8861655773420479
302,0,50,10.0,300,,10,1,log2,0.6605312952570433,0.4316437464512426,0.8489132326595427,0.40089615181866106,0.7174486030574592,0.7416974169741697,0.8790972595378829
303,100,35,5.0,300,,10,4,sqrt,0.6820594709649237,0.4594145240297447,0.825193713522771,0.41291010936249667,0.7263270205388104,0.7465990930914911,0.8905228758169934
304,80,50,0.1,100,10,2,4,sqrt,0.6650775720389306,0.43400876183320347,0.8540502195927143,0.3890353189246178,0.720611491829204,0.7493410648392198,0.890918860827512
305,100,50,5.0,300,30,10,1,log2,0.6817735683983338,0.4598964190137239,0.8306361491638684,0.41117554032683185,0.7248286768581972,0.7411702688455456,0.8807092960773778
306,160,35,5.0,300,10,2,2,log2,0.673153333193227,0.4430622932063877,0.8472491591328405,0.39210456121632437,0.7260602827420646,0.7479327820752201,0.8932461873638344
307,100,35,10.0,200,10,5,10,log2,0.6414386711675906,0.40182891495083684,0.8706334824122346,0.3849026407041878,0.7188583622299279,0.7433982395305415,0.8801742919389978
308,0,65,5.0,100,30,10,4,log2,0.6585228905540804,0.427300328195239,0.8505069161422356,0.4073977598332899,0.7186767387340454,0.7387340453243032,0.871822033898305
309,100,65,5.0,300,,10,1,sqrt,0.6764662135597849,0.4540385411986734,0.8364201972351314,0.408960666840323,0.7218025527481114,0.7418598593383694,0.8797669491525424
310,80,65,1.0,200,30,2,1,sqrt,0.6792876225054678,0.459672075545999,0.8338524718288416,0.4170356863766606,0.7145089867152904,0.7340453243032039,0.8728813559322034
311,100,50,1.0,200,,2,1,log2,0.6873897101651548,0.4696599518859482,0.8216724974428166,0.41381128096995257,0.7237743806009489,0.7435424354243543,0.8796346050510478
312,80,35,0.1,300,30,5,2,sqrt,0.6920755671358935,0.47550274005233206,0.8135288718697992,0.4227794078420912,0.7289943985062683,0.7460656174979995,0.8850762527233116
313,120,65,5.0,200,30,10,1,sqrt,0.6741152350509058,0.4510592181861448,0.8389185551116489,0.4068767908309456,0.7189372232352175,0.7395154988278198,0.875
314,80,50,5.0,200,,10,1,log2,0.6788625478220993,0.4562039895935197,0.8324317248122811,0.408276225619399,0.7171850289931471,0.7440695835529784,0.8796346050510478
315,140,35,10.0,300,30,10,1,sqrt,0.6751717786745974,0.454432060067434,0.8280309049641534,0.41264337156575087,0.7271272339290478,0.7447319285142705,0.880718954248366
316,160,50,5.0,200,30,2,4,log2,0.6763278833090223,0.4497129978440124,0.8338833491745119,0.4085397996837111,0.7216657880864523,0.742488139167106,0.8801719505642128
317,80,35,1.0,100,10,5,2,sqrt,0.6737341879043447,0.4468361175605584,0.8466260518642668,0.3910376100293412,0.7233929047746066,0.7487329954654575,0.8910675381263616
318,80,65,0.1,200,10,5,2,log2,0.6604045601305809,0.4272523152041089,0.8613912754057171,0.38577754623599897,0.7186767387340454,0.7366501693149258,0.871822033898305
319,160,35,0.1,300,10,2,2,sqrt,0.6759841115360152,0.44948070807993634,0.8426279846166699,0.39317151240330755,0.7225926913843692,0.7473993064817285,0.8916122004357299
320,140,65,5.0,100,,2,10,log2,0.6434062073349194,0.4073942183756234,0.8698815048588094,0.39124772076061476,0.7165928627246679,0.7423808283407137,0.8771186440677966
321,100,35,1.0,100,10,10,2,log2,0.671507542148132,0.44114635500999044,0.8509554976195535,0.38810349426513735,0.7233929047746066,0.7481995198719659,0.8927015250544662
322,0,35,0.1,200,30,2,4,log2,0.6791232444758459,0.4539194000614939,0.8293026486189929,0.41424379834622566,0.7249933315550814,0.7431315017337957,0.8861655773420479
323,160,50,0.1,100,,10,1,log2,0.6809616939517296,0.45881700768063516,0.829535306257011,0.4151291512915129,0.7221929362150764,0.7445967316816026,0.8855454056958625
324,80,50,1.0,200,,5,10,sqrt,0.6556192214444659,0.42214939946635,0.8581842408175729,0.3953610964681075,0.7145492883500264,0.7422245651027939,0.8807092960773778
325,100,35,0.1,100,30,2,2,log2,0.6852518796452538,0.46584819339525885,0.8192398302734534,0.41931181648439586,0.7319285142704721,0.7468658308882369,0.8872549019607843
326,0,35,10.0,300,10,2,1,log2,0.6544056887130336,0.4200615063189618,0.8640003556850088,0.38917044545212054,0.712189917311283,0.7417978127500667,0.8769063180827886
327,160,35,0.1,300,10,5,2,sqrt,0.67482327843237,0.4475268888295778,0.8452158794642906,0.38703654307815416,0.7244598559615898,0.7457988797012537,0.8888888888888888
328,120,65,1.0,200,,2,4,log2,0.6718172405952526,0.44459441762779894,0.8415896360667361,0.40323000781453505,0.722584006251628,0.7408179213336806,0.8792372881355932
329,140,65,1.0,200,10,2,10,log2,0.6382824810551805,0.39908680870494306,0.8787906637664046,0.38160979421724406,0.7194581922375619,0.7447251888512634,0.8808262711864406
